id,nombre,descripcion,activo
d494193e-805e-47e9-95d6-532ec178a3f8,GUA,Guantes,1
ddd5feaa-3d62-41bf-8580-55d5f126e024,Papeles,,1
a5d566236db74be6aabba1cb1a14e966,Alimentación,,1
342b5ec7d21349d09d394c5c4b2f3e5a,Industria,,1
8537dac48ce9441eb3f9e46efea033f2,Medicina,,1
